Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,ChangeCompanyRate,Satisfaction
33.0,No,Non-Travel,25,3,Medical,Male,Sales Executive,Married,17444.0,No,12,3.0,1,10,2.0,7,1.0909090909090908,11
49.0,No,Travel_Frequently,20,4,Technical Degree,Male,Healthcare Representative,Married,5130.0,No,20,4.0,1,14,3.0,10,4.066666666666666,15
22.0,Yes,Travel_Rarely,18,1,Medical,Male,Research Scientist,Single,3839.7428571428572,Yes,13,3.0,0,4,3.0,3,1.2,14
36.0,No,Travel_Rarely,19,4,Medical,Male,Laboratory Technician,Married,5986.83193277311,No,12,3.0,3,6,2.0,5,1.1428571428571428,13
31.0,No,Travel_Rarely,23,4,Life Sciences,Male,Research Director,Single,2356.0,No,18,3.0,0,33,2.0,9,6.029411764705882,17
28.0,No,Travel_Rarely,2,4,Medical,Female,Research Director,Divorced,3839.7428571428572,Yes,17,3.0,1,24,0.0,1,7.04,16
36.0,No,Travel_Rarely,7,4,Life Sciences,Female,Sales Representative,Married,3419.0,No,15,3.0,0,13,3.0,7,3.0714285714285716,13
39.0,Yes,Travel_Rarely,1,4,Other,Female,Sales Executive,Single,2232.0,Yes,14,3.0,0,5,1.0,0,3.1666666666666665,17
41.0,No,Travel_Rarely,2,3,Medical,Female,Laboratory Technician,Single,13591.0,No,14,3.0,0,12,3.0,7,0.07692307692307693,15
54.0,No,Travel_Rarely,5,2,Medical,Female,Laboratory Technician,Married,13549.0,No,14,3.0,1,15,5.0,10,1.0625,15
56.0,No,Travel_Rarely,8,3,Technical Degree,Female,Healthcare Representative,Divorced,4257.0,No,13,3.0,3,17,3.0,14,1.0555555555555556,14
37.0,No,Travel_Rarely,4,3,Life Sciences,Female,Research Scientist,Single,6725.0,No,19,3.0,0,1,2.0,1,1.5,14
43.0,No,Travel_Rarely,10,4,Marketing,Female,Sales Executive,Divorced,9228.730569948186,Yes,14,3.0,2,9,2.0,7,0.1,13
37.0,No,Travel_Rarely,28,3,Life Sciences,Female,Laboratory Technician,Married,9980.0,No,17,3.0,2,10,1.0,9,1.0909090909090908,15
54.0,No,Travel_Rarely,1,3,Medical,Female,Healthcare Representative,Married,17779.0,Yes,13,3.0,1,21,3.0,9,2.0454545454545454,11
51.0,No,Travel_Rarely,23,4,Medical,Male,Laboratory Technician,Married,19537.0,Yes,15,3.0,1,4,5.0,2,3.2,13
26.0,No,Travel_Rarely,2,1,Medical,Female,Laboratory Technician,Divorced,2966.0,Yes,11,3.0,3,1,2.0,0,1.5,15
43.0,Yes,Travel_Rarely,22,3,Human Resources,Male,Human Resources,Married,3539.0,No,12,3.0,0,1,3.0,0,1.5,9
36.0,No,Travel_Rarely,1,2,Life Sciences,Male,Manufacturing Director,Married,5986.83193277311,Yes,13,3.0,1,8,2.0,3,9.11111111111111,17
20.0,Yes,Travel_Frequently,15,3,Other,Female,Laboratory Technician,Divorced,2926.0,No,14,3.0,1,9,5.0,0,7.1,11
38.0,No,Travel_Frequently,11,5,Marketing,Female,Sales Executive,Married,2440.0,No,16,4.0,1,6,3.0,0,4.142857142857143,13
29.0,No,Travel_Frequently,6,4,Life Sciences,Female,Research Scientist,Divorced,7918.0,No,15,3.0,1,12,5.0,0,6.076923076923077,13
37.0,Yes,Travel_Rarely,1,3,Life Sciences,Male,Sales Representative,Single,5993.0,Yes,11,3.0,0,3,3.0,2,1.25,14
31.0,No,Travel_Rarely,7,4,Life Sciences,Male,Sales Executive,Married,11557.0,Yes,11,4.0,0,10,3.0,8,1.0909090909090908,17
41.0,No,Non-Travel,1,3,Life Sciences,Male,Healthcare Representative,Married,2107.0,No,12,3.0,1,6,3.0,3,0.14285714285714285,8
48.0,No,Travel_Rarely,2,2,Medical,Male,Healthcare Representative,Married,5381.0,No,24,3.0,1,8,2.0,7,1.1111111111111112,16
27.0,No,Travel_Rarely,2,2,Medical,Male,Manager,Married,3816.0,No,23,3.0,1,22,2.0,8,9.043478260869565,14
35.0,No,Travel_Rarely,11,2,Technical Degree,Female,Manufacturing Director,Single,10388.0,No,16,3.0,0,29,3.0,2,3.033333333333333,12
32.0,No,Travel_Frequently,21,3,Medical,Female,Research Scientist,Married,2432.0,No,11,3.0,1,5,2.0,2,1.1666666666666667,14
38.0,No,Travel_Rarely,11,1,Life Sciences,Female,Laboratory Technician,Married,5986.83193277311,No,14,4.0,0,6,3.0,0,0.14285714285714285,12
27.0,No,Travel_Rarely,1,4,Marketing,Female,Sales Executive,Married,4227.0,No,19,3.0,2,14,2.0,10,1.0666666666666667,16
37.0,No,Travel_Frequently,10,3,Technical Degree,Female,Research Scientist,Married,4286.0,No,16,3.0,1,4,4.0,2,2.2,18
29.0,No,Travel_Rarely,9,3,Medical,Female,Research Scientist,Married,2532.0,No,19,3.0,1,18,5.0,4,2.0526315789473686,12
35.0,No,Travel_Rarely,8,4,Marketing,Male,Sales Executive,Married,5561.0,No,11,3.0,1,10,3.0,7,0.09090909090909091,15
40.0,Yes,Travel_Rarely,5,3,Medical,Female,Laboratory Technician,Single,5677.0,No,17,3.0,0,4,4.0,2,0.2,11
30.0,No,Travel_Rarely,2,3,Life Sciences,Male,Manager,Married,3579.0,No,11,4.0,0,24,2.0,6,5.04,10
32.0,No,Travel_Rarely,7,3,Medical,Female,Research Scientist,Divorced,2370.0,No,14,3.0,3,7,4.0,4,4.125,20
37.0,No,Travel_Rarely,2,4,Life Sciences,Female,Healthcare Representative,Divorced,5238.0,No,11,3.0,1,16,3.0,0,2.0588235294117645,13
51.0,No,Travel_Rarely,16,4,Marketing,Male,Sales Executive,Single,5441.0,No,14,4.0,0,10,2.0,2,8.090909090909092,12
48.0,No,Non-Travel,21,1,Life Sciences,Male,Healthcare Representative,Married,16885.0,Yes,25,4.0,1,10,3.0,6,1.0909090909090908,16
35.0,No,Travel_Rarely,6,4,Medical,Male,Sales Executive,Single,4323.0,No,16,3.0,0,12,2.0,8,1.0769230769230769,12
37.0,Yes,Travel_Rarely,8,4,Medical,Female,Research Scientist,Married,5986.83193277311,No,15,3.0,0,11,5.0,2,2.0833333333333335,10
34.0,Yes,Non-Travel,7,3,Life Sciences,Male,Laboratory Technician,Single,2979.0,Yes,14,3.0,0,10,2.0,2,3.090909090909091,8
35.0,No,Travel_Rarely,1,3,Medical,Male,Research Scientist,Single,6540.0,No,18,3.0,0,6,5.0,4,1.1428571428571428,11
38.0,No,Travel_Rarely,3,1,Medical,Female,Sales Executive,Married,7756.0,Yes,12,3.0,0,9,6.0,2,3.1,15
55.0,No,Travel_Frequently,2,3,Medical,Male,Research Scientist,Divorced,6385.0,No,13,3.0,2,10,3.0,5,0.09090909090909091,14
29.0,No,Travel_Rarely,29,3,Technical Degree,Male,Manufacturing Director,Married,3839.7428571428572,No,18,3.0,1,9,3.0,7,3.1,13
32.0,Yes,Non-Travel,24,2,Technical Degree,Male,Healthcare Representative,Single,4465.0,No,12,3.0,0,10,2.0,7,1.0909090909090908,8
37.0,No,Travel_Frequently,2,1,Technical Degree,Male,Sales Representative,Divorced,10209.0,No,13,3.0,1,3,2.0,0,3.25,13
42.0,No,Travel_Frequently,1,4,Life Sciences,Male,Laboratory Technician,Married,13758.0,No,19,3.0,2,8,2.0,0,8.11111111111111,13
39.0,No,Non-Travel,20,1,Medical,Female,Laboratory Technician,Married,3646.0,No,13,4.0,0,11,2.0,8,1.0833333333333333,17
37.0,No,Travel_Rarely,4,4,Marketing,Female,Sales Executive,Single,10231.0,No,14,3.0,0,23,3.0,7,3.0416666666666665,18
39.0,No,Travel_Rarely,9,3,Life Sciences,Female,Laboratory Technician,Single,17123.0,No,15,3.0,0,9,4.0,4,9.1,13
54.0,No,Travel_Rarely,10,3,Medical,Female,Sales Representative,Single,3780.0,No,12,3.0,0,0,3.0,0,2.0,13
37.0,Yes,Travel_Rarely,16,1,Life Sciences,Male,Research Scientist,Single,7428.0,Yes,22,3.0,0,10,3.0,2,1.0909090909090908,9
45.0,No,Travel_Rarely,9,3,Medical,Female,Research Scientist,Married,4477.0,Yes,20,3.0,1,9,3.0,0,4.1,10
31.0,No,Travel_Rarely,2,4,Medical,Female,Sales Executive,Married,1129.0,No,12,3.0,3,5,4.0,0,5.166666666666667,14
37.0,No,Travel_Rarely,2,2,Life Sciences,Male,Manufacturing Director,Divorced,4717.0,No,14,3.0,1,12,3.0,8,3.076923076923077,16
37.0,No,Non-Travel,9,2,Life Sciences,Female,Research Scientist,Single,11713.0,No,25,3.0,0,1,3.0,1,1.5,13
37.0,No,Travel_Rarely,25,2,Other,Male,Laboratory Technician,Single,5986.83193277311,No,14,3.0,0,9,6.0,2,4.1,14
35.0,No,Travel_Frequently,15,2,Life Sciences,Male,Research Scientist,Single,2194.0,No,14,3.0,0,0,2.0,0,2.0,17
40.0,No,Travel_Rarely,28,3,Life Sciences,Female,Sales Executive,Married,4448.0,No,18,3.0,0,6,3.0,2,2.142857142857143,13
37.0,No,Travel_Rarely,19,3,Life Sciences,Female,Research Scientist,Married,5986.83193277311,No,12,4.0,0,10,3.0,9,1.0909090909090908,13
36.0,No,Travel_Rarely,1,2,Medical,Male,Laboratory Technician,Divorced,2519.0,No,11,4.0,1,5,6.0,2,1.1666666666666667,14
37.0,No,Travel_Rarely,1,4,Medical,Male,Manager,Divorced,4440.0,No,11,3.0,1,32,3.0,0,3.0303030303030303,16
36.0,No,Travel_Frequently,1,3,Technical Degree,Female,Manufacturing Director,Single,9738.0,No,17,3.0,0,12,6.0,5,4.076923076923077,17
37.0,No,Non-Travel,1,3,Medical,Male,Research Scientist,Single,8834.0,Yes,12,3.0,0,6,3.0,3,6.142857142857143,15
32.0,No,Non-Travel,2,4,Life Sciences,Male,Sales Executive,Divorced,2718.0,Yes,19,3.0,1,10,3.0,8,1.0909090909090908,13
40.0,No,Travel_Rarely,8,4,Marketing,Male,Sales Executive,Divorced,5986.83193277311,No,12,4.0,0,6,2.0,0,0.14285714285714285,16
28.0,Yes,Travel_Rarely,25,4,Life Sciences,Male,Laboratory Technician,Single,2044.0,Yes,24,3.0,0,1,3.0,0,1.5,12
46.0,No,Travel_Rarely,9,2,Medical,Male,Laboratory Technician,Single,10368.0,No,13,3.0,0,10,5.0,0,1.0909090909090908,13
26.0,No,Travel_Rarely,4,2,Life Sciences,Male,Sales Executive,Single,2875.0,Yes,11,3.0,0,5,3.0,4,1.1666666666666667,13
55.0,No,Travel_Rarely,24,1,Life Sciences,Female,Laboratory Technician,Divorced,16659.0,No,22,3.0,1,1,2.0,0,1.5,15
37.0,No,Travel_Frequently,14,4,Technical Degree,Female,Research Scientist,Married,2655.0,No,18,3.0,1,16,3.0,7,8.058823529411764,15
37.0,No,Non-Travel,5,4,Marketing,Male,Sales Executive,Single,5986.83193277311,Yes,21,3.0,0,14,3.0,6,4.066666666666666,14
26.0,No,Travel_Frequently,2,3,Marketing,Male,Sales Executive,Single,3102.0,Yes,12,4.0,0,4,3.0,2,0.2,14
28.0,No,Travel_Rarely,7,4,Medical,Male,Manufacturing Director,Married,4724.0,No,14,3.0,0,7,0.0,0,2.125,16
37.0,No,Travel_Rarely,3,1,Other,Male,Sales Executive,Married,2267.0,Yes,18,3.0,0,5,2.0,3,1.1666666666666667,14
34.0,No,Non-Travel,2,2,Life Sciences,Male,Laboratory Technician,Married,2307.0,No,17,4.0,1,7,2.0,3,4.125,13
37.0,No,Travel_Rarely,29,4,Marketing,Male,Sales Executive,Married,14118.0,No,14,3.0,2,13,3.0,7,1.0714285714285714,11
33.0,No,Travel_Rarely,6,4,Medical,Male,Sales Executive,Married,6388.0,No,14,3.0,1,7,6.0,4,4.125,16
32.0,No,Travel_Rarely,1,3,Life Sciences,Male,Laboratory Technician,Married,5986.83193277311,No,20,3.0,0,5,3.0,0,6.166666666666667,13
52.0,No,Travel_Rarely,8,4,Marketing,Female,Sales Representative,Married,3149.0,No,15,4.0,1,4,3.0,2,7.2,16
37.0,No,Travel_Rarely,9,4,Life Sciences,Male,Laboratory Technician,Married,7005.0,No,21,3.0,1,7,2.0,0,2.125,14
45.0,No,Travel_Rarely,10,3,Technical Degree,Male,Healthcare Representative,Single,3697.0,No,15,3.0,0,20,3.0,3,6.0476190476190474,17
44.0,No,Travel_Rarely,13,4,Medical,Male,Sales Executive,Divorced,18213.0,No,18,3.0,1,9,5.0,7,1.1,15
35.0,No,Travel_Rarely,7,2,Life Sciences,Female,Healthcare Representative,Divorced,7632.0,No,20,3.0,3,9,2.0,7,1.1,16
39.0,Yes,Travel_Rarely,12,4,Life Sciences,Male,Sales Representative,Married,3902.0,No,18,3.0,1,1,2.0,0,1.5,12
44.0,No,Travel_Rarely,3,3,Life Sciences,Male,Laboratory Technician,Single,19190.0,No,12,3.0,0,2,4.0,2,1.3333333333333333,9
37.0,No,Travel_Rarely,4,2,Life Sciences,Male,Sales Executive,Single,4213.0,Yes,17,3.0,0,9,4.0,0,1.1,17
28.0,Yes,Travel_Rarely,6,3,Life Sciences,Female,Laboratory Technician,Single,2377.0,Yes,18,3.0,0,1,2.0,0,1.5,15
46.0,No,Non-Travel,4,2,Life Sciences,Female,Manufacturing Director,Divorced,5258.0,No,13,3.0,3,18,2.0,2,7.052631578947368,14
50.0,No,Travel_Frequently,8,4,Other,Male,Laboratory Technician,Married,4728.0,No,13,3.0,0,12,4.0,4,9.076923076923077,11
31.0,No,Travel_Rarely,3,2,Life Sciences,Male,Healthcare Representative,Divorced,7547.0,No,20,3.0,1,13,3.0,4,6.071428571428571,13
31.0,No,Travel_Frequently,2,4,Technical Degree,Female,Research Scientist,Single,7446.0,No,16,3.0,0,10,2.0,7,0.09090909090909091,14
39.0,No,Travel_Rarely,3,3,Medical,Male,Research Scientist,Divorced,5151.0,No,20,3.0,1,1,3.0,0,1.5,15
24.0,No,Travel_Rarely,22,4,Other,Male,Sales Executive,Married,2774.0,No,11,3.0,0,10,2.0,8,0.09090909090909091,13
53.0,No,Travel_Rarely,2,1,Medical,Male,Healthcare Representative,Divorced,16598.0,No,20,3.0,3,15,2.0,11,5.0625,14
53.0,No,Travel_Rarely,2,2,Life Sciences,Male,Sales Executive,Married,14852.0,No,18,3.0,1,13,3.0,7,3.0714285714285716,17
29.0,Yes,Travel_Rarely,9,4,Technical Degree,Male,Human Resources,Married,8620.0,No,15,3.0,0,2,3.0,2,1.3333333333333333,14
27.0,No,Travel_Rarely,27,3,Medical,Male,Healthcare Representative,Married,3839.7428571428572,No,12,3.0,1,11,3.0,7,4.083333333333333,11
32.0,No,Travel_Rarely,8,5,Life Sciences,Male,Manufacturing Director,Divorced,2176.0,No,14,3.0,1,7,5.0,0,3.125,12
33.0,No,Travel_Frequently,11,2,Life Sciences,Female,Manager,Married,4302.0,No,13,3.0,1,26,3.0,3,3.037037037037037,17
34.0,No,Travel_Rarely,5,1,Life Sciences,Female,Sales Executive,Married,2929.0,No,13,3.0,0,8,3.0,4,6.111111111111111,14
35.0,No,Travel_Rarely,23,1,Medical,Female,Sales Representative,Married,2559.0,No,21,3.0,1,9,3.0,8,1.1,14
35.0,No,Travel_Rarely,4,2,Life Sciences,Male,Research Scientist,Single,5986.83193277311,Yes,20,4.0,0,8,3.0,5,1.1111111111111112,14
29.0,No,Travel_Rarely,8,2,Medical,Male,Healthcare Representative,Single,7988.0,No,11,3.0,0,10,3.0,1,3.090909090909091,15
38.0,No,Travel_Rarely,11,4,Life Sciences,Male,Research Scientist,Married,6861.0,Yes,19,3.0,1,8,1.0,4,3.111111111111111,16
34.0,No,Travel_Rarely,29,3,Medical,Female,Laboratory Technician,Single,6500.0,No,19,3.0,0,16,1.0,0,4.0588235294117645,11
46.0,No,Travel_Rarely,1,3,Life Sciences,Female,Research Director,Married,17048.0,Yes,19,4.0,0,28,3.0,3,3.0344827586206895,9
34.0,No,Travel_Frequently,5,3,Life Sciences,Male,Sales Executive,Married,17007.0,No,12,3.0,1,12,3.0,9,2.076923076923077,15
37.0,No,Travel_Rarely,10,2,Life Sciences,Female,Sales Executive,Single,2220.0,No,14,3.0,0,16,3.0,3,7.0588235294117645,18
27.0,No,Travel_Rarely,10,1,Medical,Female,Research Scientist,Single,3839.7428571428572,No,18,3.0,0,2,5.0,2,1.3333333333333333,15
52.0,No,Travel_Rarely,7,3,Medical,Male,Research Director,Married,5577.0,No,11,3.0,0,14,3.0,9,0.06666666666666667,17
38.0,No,Travel_Rarely,23,3,Medical,Male,Research Scientist,Married,3057.0,Yes,11,3.0,2,6,0.0,5,1.1428571428571428,15
37.0,No,Travel_Rarely,5,2,Life Sciences,Male,Research Scientist,Divorced,4240.0,Yes,12,3.0,2,7,0.0,2,0.125,13
34.0,No,Travel_Frequently,7,2,Technical Degree,Male,Sales Representative,Married,5747.0,Yes,25,3.0,1,12,3.0,10,0.07692307692307693,13
47.0,No,Travel_Rarely,1,3,Life Sciences,Female,Research Scientist,Married,19658.0,No,11,3.0,0,1,3.0,0,1.5,14
35.0,Yes,Travel_Rarely,1,1,Technical Degree,Female,Sales Representative,Single,8606.0,Yes,16,3.0,0,6,3.0,3,1.1428571428571428,11
37.0,No,Travel_Rarely,2,4,Life Sciences,Female,Manufacturing Director,Married,4777.0,No,14,3.0,0,14,3.0,0,9.066666666666666,15
37.0,No,Travel_Rarely,2,3,Medical,Male,Manager,Married,4194.0,No,22,3.0,1,32,3.0,2,2.0303030303030303,14
28.0,Yes,Travel_Rarely,3,3,Technical Degree,Male,Research Scientist,Single,2367.0,Yes,11,3.0,0,8,2.0,2,5.111111111111111,14
41.0,No,Travel_Rarely,22,5,Medical,Male,Research Director,Single,9228.730569948186,Yes,13,4.0,0,32,3.0,6,1.0303030303030303,15
41.0,No,Travel_Rarely,7,3,Life Sciences,Male,Laboratory Technician,Married,9228.730569948186,No,20,3.0,0,5,3.0,1,1.1666666666666667,12
45.0,No,Travel_Rarely,1,4,Life Sciences,Male,Research Scientist,Single,19202.0,No,16,3.0,0,10,2.0,2,2.090909090909091,16
25.0,No,Travel_Rarely,1,3,Medical,Male,Laboratory Technician,Married,3977.0,No,12,3.0,1,10,2.0,7,0.09090909090909091,15
37.0,No,Travel_Rarely,23,2,Life Sciences,Female,Research Scientist,Single,2187.0,No,12,3.0,0,20,5.0,9,1.0476190476190477,16
37.0,No,Travel_Rarely,2,3,Medical,Female,Laboratory Technician,Divorced,3195.0,Yes,11,3.0,1,10,2.0,6,0.09090909090909091,13
37.0,No,Travel_Rarely,22,5,Medical,Male,Manager,Married,5377.0,No,25,3.0,1,36,3.0,8,3.027027027027027,14
53.0,No,Travel_Rarely,1,5,Medical,Male,Sales Executive,Single,14814.0,No,15,3.0,0,7,3.0,0,4.125,16
33.0,Yes,Travel_Frequently,1,4,Life Sciences,Female,Sales Representative,Single,5376.0,No,12,3.0,0,1,3.0,0,1.5,11
35.0,No,Travel_Rarely,16,3,Life Sciences,Male,Healthcare Representative,Married,2705.0,Yes,12,3.0,0,10,2.0,7,4.090909090909091,16
37.0,No,Travel_Rarely,25,2,Life Sciences,Male,Healthcare Representative,Married,6646.0,No,21,3.0,1,13,3.0,4,3.0714285714285716,14
44.0,No,Travel_Rarely,28,2,Medical,Male,Manufacturing Director,Married,9228.730569948186,Yes,11,3.0,1,24,2.0,3,2.04,15
32.0,Yes,Travel_Rarely,3,1,Life Sciences,Male,Sales Executive,Married,5986.83193277311,Yes,11,4.0,1,16,5.0,7,1.0588235294117647,13
47.0,No,Travel_Frequently,2,3,Life Sciences,Male,Research Scientist,Single,5067.0,No,14,3.0,0,1,3.0,0,1.5,14
31.0,No,Travel_Rarely,11,3,Other,Female,Research Director,Divorced,4306.0,Yes,14,3.0,3,10,5.0,8,1.0909090909090908,15
37.0,No,Travel_Rarely,16,3,Marketing,Female,Sales Executive,Married,8686.0,No,15,4.0,2,12,2.0,9,0.07692307692307693,13
37.0,No,Travel_Frequently,4,4,Marketing,Male,Sales Executive,Married,2794.0,No,11,4.0,1,15,3.0,11,7.0625,12
44.0,No,Travel_Frequently,2,4,Medical,Male,Research Scientist,Single,3161.0,No,11,4.0,0,6,0.0,5,1.1428571428571428,12
37.0,No,Travel_Rarely,17,3,Technical Degree,Female,Manufacturing Director,Married,8564.0,No,11,4.0,1,22,2.0,7,8.043478260869565,15
37.0,No,Travel_Rarely,11,2,Technical Degree,Female,Sales Executive,Married,2782.0,No,14,3.0,1,10,3.0,7,0.09090909090909091,15
39.0,Yes,Travel_Frequently,8,4,Life Sciences,Female,Manufacturing Director,Single,4127.0,No,15,3.0,0,18,3.0,2,2.0526315789473686,13
50.0,No,Travel_Rarely,24,4,Life Sciences,Male,Laboratory Technician,Married,2683.0,No,15,3.0,2,10,2.0,8,1.0909090909090908,15
35.0,No,Travel_Frequently,25,4,Life Sciences,Female,Laboratory Technician,Married,4614.0,No,14,3.0,1,10,0.0,6,1.0909090909090908,13
58.0,No,Travel_Frequently,3,3,Marketing,Male,Sales Executive,Married,15787.0,No,14,3.0,1,16,3.0,2,2.0588235294117645,15
55.0,No,Travel_Rarely,11,3,Technical Degree,Male,Laboratory Technician,Married,19859.0,No,11,3.0,1,10,2.0,9,1.0909090909090908,15
34.0,No,Travel_Rarely,6,4,Life Sciences,Female,Laboratory Technician,Divorced,2311.0,No,14,3.0,1,7,3.0,7,1.125,13
40.0,No,Travel_Rarely,2,4,Other,Female,Research Scientist,Married,5986.83193277311,Yes,22,4.0,1,15,2.0,0,4.0625,16
55.0,No,Travel_Rarely,5,2,Life Sciences,Male,Research Scientist,Married,10545.035714285714,No,12,4.0,1,12,3.0,1,3.076923076923077,12
37.0,No,Travel_Rarely,9,2,Marketing,Male,Sales Executive,Married,2406.0,No,14,3.0,2,5,3.0,2,1.1666666666666667,10
37.0,No,Travel_Rarely,1,2,Medical,Male,Laboratory Technician,Married,4025.0,No,16,3.0,2,6,2.0,3,1.1428571428571428,8
34.0,No,Travel_Rarely,5,2,Life Sciences,Male,Research Scientist,Single,4325.0,No,15,3.0,0,0,2.0,0,2.0,16
58.0,No,Travel_Rarely,14,2,Life Sciences,Male,Sales Executive,Married,13872.0,No,11,3.0,1,18,1.0,7,4.052631578947368,15
28.0,No,Travel_Rarely,20,4,Medical,Male,Research Scientist,Married,3196.0,No,17,3.0,2,13,2.0,0,4.071428571428571,13
37.0,No,Non-Travel,1,3,Life Sciences,Male,Healthcare Representative,Single,6146.0,Yes,12,3.0,0,10,3.0,2,8.090909090909092,19
55.0,No,Travel_Rarely,2,4,Medical,Male,Research Scientist,Single,19586.0,No,16,3.0,0,10,3.0,7,7.090909090909091,14
54.0,Yes,Travel_Rarely,22,1,Human Resources,Female,Human Resources,Married,10739.0,No,11,3.0,1,1,2.0,0,1.5,14
30.0,No,Non-Travel,7,5,Marketing,Male,Sales Executive,Married,2097.0,No,12,3.0,1,7,3.0,3,4.125,16
38.0,No,Travel_Rarely,10,3,Marketing,Male,Sales Executive,Married,5745.0,Yes,11,3.0,0,6,2.0,2,1.1428571428571428,17
30.0,Yes,Travel_Frequently,12,1,Life Sciences,Female,Laboratory Technician,Married,6696.0,Yes,11,3.0,0,1,5.0,1,1.5,16
40.0,Yes,Travel_Frequently,2,3,Life Sciences,Female,Laboratory Technician,Single,6323.0,Yes,23,3.0,0,11,3.0,0,2.0833333333333335,10
31.0,No,Travel_Rarely,8,4,Other,Male,Healthcare Representative,Divorced,8346.0,Yes,14,3.0,0,8,3.0,2,4.111111111111111,16
48.0,No,Travel_Rarely,13,4,Life Sciences,Female,Healthcare Representative,Single,4051.0,No,14,3.0,0,19,3.0,7,6.05,15
31.0,No,Travel_Rarely,1,4,Life Sciences,Male,Manager,Single,2695.0,No,15,3.0,0,27,2.0,0,1.0357142857142858,12
37.0,No,Travel_Rarely,8,4,Life Sciences,Male,Research Scientist,Divorced,5986.83193277311,Yes,23,3.0,3,19,5.0,13,8.05,11
35.0,No,Travel_Rarely,2,2,Medical,Male,Sales Executive,Single,5986.83193277311,No,14,3.0,0,9,2.0,7,0.1,12
32.0,No,Travel_Rarely,1,3,Life Sciences,Female,Manufacturing Director,Married,5470.0,No,13,3.0,1,14,4.0,8,1.0666666666666667,14
49.0,No,Non-Travel,28,1,Medical,Male,Laboratory Technician,Married,6804.0,Yes,11,3.0,3,20,0.0,8,1.0476190476190477,17
37.0,No,Travel_Rarely,13,2,Medical,Female,Manufacturing Director,Divorced,3936.0,No,11,3.0,2,5,2.0,2,1.1666666666666667,15
36.0,Yes,Travel_Rarely,2,1,Life Sciences,Male,Laboratory Technician,Divorced,10325.0,Yes,14,3.0,1,3,3.0,0,9.25,16
44.0,No,Non-Travel,7,4,Life Sciences,Male,Healthcare Representative,Single,3708.0,No,19,3.0,0,18,5.0,6,7.052631578947368,14
37.0,No,Travel_Frequently,28,2,Technical Degree,Female,Research Director,Single,4668.0,No,11,3.0,0,21,2.0,6,1.0454545454545454,14
30.0,No,Travel_Rarely,14,3,Life Sciences,Male,Laboratory Technician,Divorced,2862.0,No,12,3.0,1,18,2.0,7,1.0526315789473684,13
31.0,No,Travel_Rarely,11,4,Marketing,Male,Sales Executive,Married,5460.0,No,13,4.0,1,8,4.0,3,4.111111111111111,11
38.0,No,Travel_Rarely,17,3,Life Sciences,Female,Manager,Single,4028.0,No,11,3.0,0,10,2.0,8,1.0909090909090908,17
31.0,No,Travel_Rarely,1,3,Technical Degree,Male,Sales Executive,Married,2956.0,Yes,14,3.0,0,10,4.0,9,1.0909090909090908,16
29.0,No,Travel_Frequently,8,4,Life Sciences,Male,Manufacturing Director,Single,2439.0,No,23,4.0,0,11,3.0,7,1.0833333333333333,17
28.0,Yes,Travel_Rarely,17,3,Technical Degree,Male,Laboratory Technician,Divorced,3839.7428571428572,No,12,3.0,1,6,2.0,1,5.142857142857143,12
37.0,No,Travel_Frequently,8,4,Life Sciences,Male,Research Scientist,Married,2326.0,No,19,3.0,1,14,3.0,8,6.066666666666666,14
35.0,No,Travel_Rarely,9,4,Life Sciences,Female,Laboratory Technician,Single,2506.0,No,12,3.0,0,7,0.0,2,4.125,14
21.0,Yes,Travel_Rarely,16,4,Life Sciences,Male,Laboratory Technician,Single,3839.7428571428572,No,16,3.0,0,18,3.0,13,1.0526315789473684,14
47.0,No,Travel_Rarely,4,4,Marketing,Female,Sales Executive,Single,10333.0,No,13,3.0,0,9,4.0,4,7.1,14
29.0,No,Travel_Rarely,10,2,Life Sciences,Male,Research Scientist,Single,3839.7428571428572,No,17,3.0,0,4,3.0,0,3.2,16
42.0,No,Non-Travel,9,2,Other,Female,Manager,Single,5265.0,No,22,3.0,0,24,5.0,0,8.04,17
30.0,No,Travel_Rarely,5,1,Medical,Male,Research Scientist,Single,9714.0,No,18,3.0,0,3,4.0,2,1.25,16
24.0,No,Travel_Rarely,18,3,Life Sciences,Male,Research Scientist,Single,2296.0,No,14,3.0,0,5,3.0,4,1.1666666666666667,12
37.0,No,Travel_Rarely,1,4,Medical,Male,Laboratory Technician,Divorced,2058.0,No,14,3.0,2,8,1.0,3,3.111111111111111,18
31.0,No,Travel_Rarely,13,2,Other,Female,Laboratory Technician,Married,16422.0,Yes,13,3.0,1,10,3.0,3,4.090909090909091,12
36.0,No,Travel_Rarely,7,3,Life Sciences,Male,Research Scientist,Divorced,4485.0,No,17,3.0,1,25,3.0,0,2.0384615384615383,12
47.0,Yes,Travel_Rarely,18,4,Marketing,Female,Sales Executive,Married,4591.0,Yes,18,3.0,1,5,4.0,2,0.16666666666666666,15
30.0,No,Travel_Rarely,2,4,Other,Male,Sales Executive,Single,3839.7428571428572,No,13,3.0,0,10,3.0,2,7.090909090909091,15
